START	rep1_3mls_01	on 2017 June 11 at 11:08:58
TIME	parts_195_to_195_interaction_energies	72.2
TIME	parts_462_to_462_interaction_energies	149.95
TIME	parts_495_to_495_interaction_energies	152.62
TIME	parts_787_to_787_interaction_energies	136.17
TIME	parts_355_to_355_interaction_energies	75.08
TIME	parts_782_to_782_interaction_energies	140.18
TIME	parts_783_to_783_interaction_energies	139.43
TIME	parts_784_to_784_interaction_energies	139.73
TIME	parts_785_to_785_interaction_energies	137.32
TIME	parts_786_to_786_interaction_energies	137.04
TIME	parts_353_to_353_interaction_energies	79.88
TIME	parts_354_to_354_interaction_energies	81.44
TIME	parts_855_to_855_interaction_energies	65.29
TIME	parts_856_to_856_interaction_energies	65.51
TIME	parts_857_to_857_interaction_energies	65.53
TIME	parts_854_to_854_interaction_energies	65.73
TIME	parts_853_to_853_interaction_energies	67.35
TIME	parts_524_to_524_interaction_energies	143.49
TIME	parts_850_to_850_interaction_energies	68.67
TIME	parts_852_to_852_interaction_energies	68.16
TIME	parts_851_to_851_interaction_energies	68.24
TIME	parts_471_to_471_interaction_energies	146.51
TIME	parts_472_to_472_interaction_energies	145.61
TIME	parts_477_to_477_interaction_energies	146.62
TIME	parts_473_to_473_interaction_energies	148.84
TIME	parts_599_to_599_interaction_energies	68.98
TIME	parts_124_to_124_interaction_energies	64.33
TIME	parts_123_to_123_interaction_energies	67.51
TIME	parts_104_to_104_interaction_energies	69.17
TIME	parts_102_to_102_interaction_energies	70.11
TIME	parts_103_to_103_interaction_energies	70.56
TIME	parts_122_to_122_interaction_energies	69.9
TIME	parts_101_to_101_interaction_energies	66.59
TIME	parts_109_to_109_interaction_energies	69.75
TIME	parts_692_to_692_interaction_energies	64.02
TIME	parts_691_to_691_interaction_energies	64.38
TIME	parts_735_to_735_interaction_energies	67.63
TIME	parts_693_to_693_interaction_energies	67.65
TIME	parts_736_to_736_interaction_energies	68.36
TIME	parts_738_to_738_interaction_energies	65.68
TIME	parts_737_to_737_interaction_energies	66.22
TIME	parts_681_to_681_interaction_energies	69.45
TIME	parts_680_to_680_interaction_energies	68.7
TIME	parts_690_to_690_interaction_energies	64.24
TIME	parts_560_to_560_interaction_energies	146.98
TIME	parts_731_to_731_interaction_energies	67.86
TIME	parts_730_to_730_interaction_energies	68.77
TIME	parts_306_to_306_interaction_energies	71.17
TIME	parts_291_to_291_interaction_energies	77.95
TIME	parts_307_to_307_interaction_energies	72.92
TIME	parts_292_to_292_interaction_energies	74.81
TIME	parts_308_to_308_interaction_energies	73.74
TIME	parts_497_to_497_interaction_energies	148.92
TIME	parts_496_to_496_interaction_energies	153.14
TIME	parts_516_to_516_interaction_energies	147.68
TIME	parts_795_to_795_interaction_energies	135.43
TIME	parts_794_to_794_interaction_energies	135.17
TIME	parts_793_to_793_interaction_energies	136.19
TIME	parts_790_to_790_interaction_energies	139.33
TIME	parts_789_to_789_interaction_energies	139.2
TIME	parts_791_to_791_interaction_energies	137.72
TIME	parts_788_to_788_interaction_energies	140.05
TIME	parts_792_to_792_interaction_energies	137.68
TIME	parts_529_to_529_interaction_energies	144.78
TIME	parts_525_to_525_interaction_energies	148.16
TIME	parts_530_to_530_interaction_energies	147.11
TIME	parts_538_to_538_interaction_energies	145.12
TIME	parts_615_to_615_interaction_energies	66.26
TIME	parts_614_to_614_interaction_energies	66.52
TIME	parts_493_to_493_interaction_energies	152.43
TIME	parts_617_to_617_interaction_energies	65.83
TIME	parts_616_to_616_interaction_energies	66.58
TIME	parts_494_to_494_interaction_energies	152.94
TIME	parts_492_to_492_interaction_energies	154.2
TIME	parts_618_to_618_interaction_energies	66.55
TIME	parts_491_to_491_interaction_energies	151.29
TIME	parts_619_to_619_interaction_energies	66.19
TIME	parts_858_to_858_interaction_energies	68.32
TIME	parts_622_to_622_interaction_energies	73.2
TIME	parts_526_to_526_interaction_energies	150.69
TIME	parts_125_to_125_interaction_energies	69.76
TIME	parts_561_to_561_interaction_energies	144.29
TIME	parts_620_to_620_interaction_energies	67.12
TIME	parts_539_to_539_interaction_energies	145.21
TIME	parts_751_to_751_interaction_energies	64.74
TIME	parts_753_to_753_interaction_energies	64.68
TIME	parts_752_to_752_interaction_energies	64.49
TIME	parts_750_to_750_interaction_energies	65.8
TIME	parts_490_to_490_interaction_energies	155.88
TIME	parts_749_to_749_interaction_energies	66.44
TIME	parts_748_to_748_interaction_energies	66.79
TIME	parts_732_to_732_interaction_energies	69.63
TIME	parts_754_to_754_interaction_energies	65.39
TIME	parts_499_to_499_interaction_energies	153.22
TIME	parts_498_to_498_interaction_energies	154.21
TIME	parts_520_to_520_interaction_energies	144.55
TIME	parts_519_to_519_interaction_energies	149.25
TIME	parts_517_to_517_interaction_energies	149.65
TIME	parts_904_to_904_interaction_energies	137.08
TIME	parts_903_to_903_interaction_energies	136.6
TIME	parts_901_to_901_interaction_energies	136.34
TIME	parts_902_to_902_interaction_energies	137.83
TIME	parts_864_to_864_interaction_energies	66.21
TIME	parts_872_to_872_interaction_energies	66.37
TIME	parts_861_to_861_interaction_energies	66.79
TIME	parts_866_to_866_interaction_energies	65.79
TIME	parts_865_to_865_interaction_energies	65.43
TIME	parts_860_to_860_interaction_energies	68.12
TIME	parts_859_to_859_interaction_energies	68.28
TIME	parts_863_to_863_interaction_energies	65.71
TIME	parts_862_to_862_interaction_energies	66.95
TIME	parts_532_to_532_interaction_energies	147.88
TIME	parts_531_to_531_interaction_energies	147.1
TIME	parts_623_to_623_interaction_energies	65.98
TIME	parts_541_to_541_interaction_energies	146.25
TIME	parts_624_to_624_interaction_energies	66.6
TIME	parts_540_to_540_interaction_energies	147.41
TIME	parts_128_to_128_interaction_energies	70.85
TIME	parts_130_to_130_interaction_energies	72.95
TIME	parts_129_to_129_interaction_energies	68.72
TIME	parts_127_to_127_interaction_energies	69.81
TIME	parts_126_to_126_interaction_energies	71.13
TIME	parts_564_to_564_interaction_energies	145.9
TIME	parts_562_to_562_interaction_energies	143.57
TIME	parts_563_to_563_interaction_energies	145.63
TIME	parts_500_to_500_interaction_energies	155.47
TIME	parts_522_to_522_interaction_energies	148.17
TIME	parts_523_to_523_interaction_energies	148.75
TIME	parts_521_to_521_interaction_energies	149.57
TIME	parts_806_to_806_interaction_energies	139.63
TIME	parts_807_to_807_interaction_energies	141.87
TIME	parts_809_to_809_interaction_energies	136.89
TIME	parts_808_to_808_interaction_energies	143.39
TIME	parts_805_to_805_interaction_energies	141.8
TIME	parts_810_to_810_interaction_energies	143.48
TIME	parts_812_to_812_interaction_energies	144.53
TIME	parts_811_to_811_interaction_energies	144.79
TIME	parts_829_to_829_interaction_energies	141.6
TIME	parts_830_to_830_interaction_energies	141.19
TIME	parts_831_to_831_interaction_energies	138.63
TIME	parts_873_to_873_interaction_energies	70.97
TIME	parts_536_to_536_interaction_energies	144.59
TIME	parts_535_to_535_interaction_energies	144.77
TIME	parts_537_to_537_interaction_energies	145.21
TIME	parts_533_to_533_interaction_energies	147.51
TIME	parts_542_to_542_interaction_energies	145.79
TIME	parts_375_to_375_interaction_energies	67.67
TIME	parts_583_to_583_interaction_energies	66.18
TIME	parts_582_to_582_interaction_energies	66.87
TIME	parts_584_to_584_interaction_energies	67.37
TIME	parts_569_to_569_interaction_energies	142.96
TIME	parts_568_to_568_interaction_energies	149.4
TIME	parts_570_to_570_interaction_energies	146.32
TIME	parts_571_to_571_interaction_energies	147.8
TIME	parts_572_to_572_interaction_energies	148.41
TIME	parts_573_to_573_interaction_energies	148.04
TIME	parts_567_to_567_interaction_energies	150.72
TIME	parts_566_to_566_interaction_energies	153.46
TIME	parts_565_to_565_interaction_energies	154.1
TIME	parts_132_to_132_interaction_energies	71.93
TIME	parts_131_to_131_interaction_energies	73.55
TIME	parts_733_to_733_interaction_energies	66.65
TIME	parts_503_to_503_interaction_energies	145.36
TIME	parts_501_to_501_interaction_energies	148.85
TIME	parts_506_to_506_interaction_energies	146.84
TIME	parts_871_to_871_interaction_energies	67.03
TIME	parts_870_to_870_interaction_energies	68.24
TIME	parts_504_to_504_interaction_energies	148.8
TIME	parts_505_to_505_interaction_energies	148.89
TIME	parts_868_to_868_interaction_energies	67.13
TIME	parts_867_to_867_interaction_energies	67.68
TIME	parts_869_to_869_interaction_energies	66.23
TIME	parts_502_to_502_interaction_energies	149.35
TIME	parts_813_to_813_interaction_energies	145.07
TIME	parts_892_to_892_interaction_energies	133.81
TIME	parts_894_to_894_interaction_energies	135.57
TIME	parts_893_to_893_interaction_energies	136.13
TIME	parts_895_to_895_interaction_energies	136.17
TIME	parts_875_to_875_interaction_energies	64.43
TIME	parts_876_to_876_interaction_energies	64.57
TIME	parts_877_to_877_interaction_energies	65.44
TIME	parts_874_to_874_interaction_energies	72.9
TIME	parts_585_to_585_interaction_energies	67.54
TIME	parts_586_to_586_interaction_energies	68.1
TIME	parts_549_to_549_interaction_energies	144.01
TIME	parts_550_to_550_interaction_energies	144.07
TIME	parts_547_to_547_interaction_energies	143.18
TIME	parts_548_to_548_interaction_energies	147.95
TIME	parts_545_to_545_interaction_energies	142.18
TIME	parts_554_to_554_interaction_energies	143.15
TIME	parts_398_to_398_interaction_energies	67.84
TIME	parts_553_to_553_interaction_energies	144.75
TIME	parts_546_to_546_interaction_energies	144.74
TIME	parts_543_to_543_interaction_energies	146.06
TIME	parts_544_to_544_interaction_energies	145.43
TIME	parts_378_to_378_interaction_energies	69.84
TIME	parts_397_to_397_interaction_energies	70.31
TIME	parts_377_to_377_interaction_energies	70.03
TIME	parts_376_to_376_interaction_energies	69.48
TIME	parts_734_to_734_interaction_energies	68.72
TIME	parts_510_to_510_interaction_energies	144.41
TIME	parts_508_to_508_interaction_energies	145.39
TIME	parts_507_to_507_interaction_energies	146.34
TIME	parts_509_to_509_interaction_energies	150.45
TIME	parts_814_to_814_interaction_energies	147.92
TIME	parts_878_to_878_interaction_energies	67.68
TIME	parts_589_to_589_interaction_energies	65.18
TIME	parts_587_to_587_interaction_energies	65.95
TIME	parts_598_to_598_interaction_energies	66.99
TIME	parts_588_to_588_interaction_energies	67.29
TIME	parts_592_to_592_interaction_energies	67.37
TIME	parts_590_to_590_interaction_energies	66.35
TIME	parts_591_to_591_interaction_energies	66.7
TIME	parts_596_to_596_interaction_energies	67.2
TIME	parts_597_to_597_interaction_energies	66.53
TIME	parts_595_to_595_interaction_energies	67.38
TIME	parts_594_to_594_interaction_energies	67.65
TIME	parts_593_to_593_interaction_energies	70.2
TIME	parts_557_to_557_interaction_energies	143.47
TIME	parts_555_to_555_interaction_energies	145.63
TIME	parts_556_to_556_interaction_energies	144.07
TIME	parts_399_to_399_interaction_energies	69.02
TIME	parts_739_to_739_interaction_energies	65.65
TIME	parts_694_to_694_interaction_energies	66.35
TIME	parts_695_to_695_interaction_energies	65.1
TIME	parts_763_to_763_interaction_energies	65.03
TIME	parts_762_to_762_interaction_energies	66.36
TIME	parts_761_to_761_interaction_energies	66.09
TIME	parts_766_to_766_interaction_energies	65.18
TIME	parts_764_to_764_interaction_energies	66.06
TIME	parts_765_to_765_interaction_energies	66.43
TIME	parts_760_to_760_interaction_energies	66.62
TIME	parts_758_to_758_interaction_energies	66.93
TIME	parts_759_to_759_interaction_energies	68.76
TIME	parts_515_to_515_interaction_energies	142.93
TIME	parts_513_to_513_interaction_energies	145.14
TIME	parts_514_to_514_interaction_energies	146.71
TIME	parts_511_to_511_interaction_energies	148.28
TIME	parts_512_to_512_interaction_energies	146.56
TIME	parts_816_to_816_interaction_energies	147.85
TIME	parts_815_to_815_interaction_energies	147.89
TIME	parts_887_to_887_interaction_energies	64.12
TIME	parts_885_to_885_interaction_energies	66.47
TIME	parts_886_to_886_interaction_energies	66.21
TIME	parts_884_to_884_interaction_energies	66.51
TIME	parts_883_to_883_interaction_energies	66.62
TIME	parts_882_to_882_interaction_energies	66.41
TIME	parts_879_to_879_interaction_energies	67.84
TIME	parts_881_to_881_interaction_energies	69.24
TIME	parts_880_to_880_interaction_energies	68.6
TIME	parts_888_to_888_interaction_energies	136.48
TIME	parts_630_to_630_interaction_energies	68.03
TIME	parts_629_to_629_interaction_energies	68.04
TIME	parts_631_to_631_interaction_energies	69.74
TIME	parts_628_to_628_interaction_energies	70.03
TIME	parts_740_to_740_interaction_energies	65.71
TIME	parts_889_to_889_interaction_energies	134.61
TIME	parts_744_to_744_interaction_energies	64.82
TIME	parts_745_to_745_interaction_energies	65.11
TIME	parts_746_to_746_interaction_energies	67.66
TIME	parts_742_to_742_interaction_energies	66.25
TIME	parts_743_to_743_interaction_energies	65.37
TIME	parts_741_to_741_interaction_energies	66.92
TIME	parts_771_to_771_interaction_energies	66.09
TIME	parts_769_to_769_interaction_energies	66.23
TIME	parts_770_to_770_interaction_energies	66.41
TIME	parts_768_to_768_interaction_energies	68.19
TIME	parts_767_to_767_interaction_energies	68.02
TIME	parts_820_to_820_interaction_energies	148.78
TIME	parts_817_to_817_interaction_energies	148.97
TIME	parts_818_to_818_interaction_energies	149.54
TIME	parts_632_to_632_interaction_energies	67.91
TIME	parts_836_to_836_interaction_energies	136.7
TIME	parts_837_to_837_interaction_energies	138.52
TIME	parts_835_to_835_interaction_energies	139.06
TIME	parts_838_to_838_interaction_energies	144.18
TIME	parts_633_to_633_interaction_energies	67.79
TIME	parts_757_to_757_interaction_energies	70.02
TIME	parts_755_to_755_interaction_energies	69.36
TIME	parts_834_to_834_interaction_energies	141.73
TIME	parts_840_to_840_interaction_energies	139.13
TIME	parts_839_to_839_interaction_energies	139.41
TIME	parts_922_to_922_interaction_energies	135.93
TIME	parts_921_to_921_interaction_energies	138.15
TIME	parts_891_to_891_interaction_energies	138.93
TIME	parts_798_to_798_interaction_energies	132.54
TIME	parts_924_to_924_interaction_energies	135.16
TIME	parts_923_to_923_interaction_energies	136.02
TIME	parts_796_to_796_interaction_energies	140.5
TIME	parts_799_to_799_interaction_energies	138.61
TIME	parts_890_to_890_interaction_energies	141.93
TIME	parts_797_to_797_interaction_energies	143.7
TIME	parts_747_to_747_interaction_energies	69.69
TIME	parts_804_to_804_interaction_energies	139.02
TIME	parts_800_to_800_interaction_energies	147.77
TIME	parts_801_to_801_interaction_energies	146.65
TIME	parts_803_to_803_interaction_energies	142.86
TIME	parts_802_to_802_interaction_energies	141.95
TIME	parts_821_to_821_interaction_energies	141.57
TIME	parts_828_to_828_interaction_energies	133.33
TIME	parts_824_to_824_interaction_energies	138.82
TIME	parts_825_to_825_interaction_energies	138.91
TIME	parts_823_to_823_interaction_energies	134.85
TIME	parts_822_to_822_interaction_energies	140.83
TIME	parts_843_to_843_interaction_energies	64.97
TIME	parts_842_to_842_interaction_energies	65.44
TIME	parts_899_to_899_interaction_energies	144.8
TIME	parts_900_to_900_interaction_energies	143.89
TIME	parts_846_to_846_interaction_energies	65.51
TIME	parts_898_to_898_interaction_energies	138.46
TIME	parts_905_to_905_interaction_energies	136.49
TIME	parts_913_to_913_interaction_energies	138.9
TIME	parts_909_to_909_interaction_energies	137.71
TIME	parts_910_to_910_interaction_energies	137.35
TIME	parts_908_to_908_interaction_energies	137.98
TIME	parts_907_to_907_interaction_energies	139.77
TIME	parts_906_to_906_interaction_energies	140.02
TIME	parts_844_to_844_interaction_energies	67.33
TIME	parts_845_to_845_interaction_energies	68.04
TIME	parts_912_to_912_interaction_energies	142.88
TIME	parts_911_to_911_interaction_energies	144.38
TIME	parts_847_to_847_interaction_energies	68.04
TIME	parts_848_to_848_interaction_energies	68.26
TIME	parts_849_to_849_interaction_energies	70.17
TIME	parts_634_to_634_interaction_energies	68.19
TIME	parts_638_to_638_interaction_energies	63.63
TIME	parts_648_to_648_interaction_energies	65.63
TIME	parts_650_to_650_interaction_energies	65.44
TIME	parts_649_to_649_interaction_energies	65.9
TIME	parts_841_to_841_interaction_energies	142.26
TIME	parts_647_to_647_interaction_energies	68.18
TIME	parts_827_to_827_interaction_energies	140.56
TIME	parts_826_to_826_interaction_energies	139.44
TIME	parts_639_to_639_interaction_energies	68.12
TIME	parts_641_to_641_interaction_energies	65.57
TIME	parts_640_to_640_interaction_energies	66.8
TIME	parts_896_to_896_interaction_energies	138.58
TIME	parts_897_to_897_interaction_energies	138.9
TIME	parts_653_to_653_interaction_energies	66.62
TIME	parts_651_to_651_interaction_energies	69.15
TIME	parts_652_to_652_interaction_energies	65.65
TIME	parts_917_to_917_interaction_energies	141.18
TIME	parts_916_to_916_interaction_energies	142.77
TIME	parts_914_to_914_interaction_energies	142.21
TIME	parts_654_to_654_interaction_energies	70.2
TIME	parts_915_to_915_interaction_energies	142.06
TIME	parts_918_to_918_interaction_energies	141.1
TIME	parts_920_to_920_interaction_energies	140.04
TIME	parts_666_to_666_interaction_energies	70.14
TIME	parts_919_to_919_interaction_energies	144.34
TIME	parts_637_to_637_interaction_energies	67.21
DISK_USAGE	after_MAPs_energy_calculations	74840
DISK_USAGE	after_MAPs_energy_calculations	74840
SUB_TIME	regrouping_interaction_energies	37.7467470169
SUB_TIME	regrouping_interaction_energies	37.7572557926
DISK_USAGE	after_regrouping_energies	31176
DISK_USAGE	after_regrouping_energies	31176
TIME	MILP_for_positions_2_to_2	62.36
TIME	MILP_for_positions_1_to_1	62.34
TIME	MILP_for_positions_3_to_3	63.89
TIME	MILP_for_positions_4_to_4	68.33
TIME	MILP_for_positions_6_to_6	66.37
TIME	MILP_for_positions_5_to_5	74.38
TIME	MILP_for_positions_7_to_7	63.34
TIME	MILP_for_positions_8_to_8	64.06
TIME	MILP_for_positions_9_to_9	60.54
TIME	MILP_for_positions_10_to_10	62.41
TIME	MILP_for_positions_12_to_12	63.5
TIME	MILP_for_positions_11_to_11	67.23
TIME	MILP_for_positions_13_to_13	63.57
TIME	MILP_for_positions_15_to_15	61.2
TIME	MILP_for_positions_16_to_16	62.13
TIME	MILP_for_positions_14_to_14	62.88
TIME	MILP_for_positions_17_to_17	64.93
TIME	MILP_for_positions_26_to_26	60.42
TIME	MILP_for_positions_27_to_27	62.2
TIME	MILP_for_positions_22_to_22	61.58
TIME	MILP_for_positions_21_to_21	61.19
TIME	MILP_for_positions_23_to_23	63.2
TIME	MILP_for_positions_20_to_20	62.8
TIME	MILP_for_positions_25_to_25	68.43
TIME	MILP_for_positions_24_to_24	68.11
TIME	MILP_for_positions_29_to_29	64.75
TIME	MILP_for_positions_28_to_28	73.09
TIME	MILP_for_positions_19_to_19	67.83
TIME	MILP_for_positions_18_to_18	67.71
TIME	MILP_for_positions_33_to_33	59.85
TIME	MILP_for_positions_32_to_32	61.83
TIME	MILP_for_positions_31_to_31	63.55
TIME	MILP_for_positions_34_to_34	67.19
TIME	MILP_for_positions_30_to_30	80.07
TIME	MILP_for_positions_35_to_35	63.61
TIME	MILP_for_positions_36_to_36	64.59
TIME	MILP_for_positions_37_to_37	71.29
TIME	MILP_for_positions_39_to_39	62.68
TIME	MILP_for_positions_38_to_38	66.64
TIME	MILP_for_positions_42_to_42	63.75
TIME	MILP_for_positions_43_to_43	67.15
TIME	MILP_for_positions_41_to_41	66.47
TIME	MILP_for_positions_40_to_40	76.6
TIME	MILP_for_positions_48_to_48	63.4
TIME	MILP_for_positions_45_to_45	62.15
TIME	MILP_for_positions_46_to_46	62.51
TIME	MILP_for_positions_47_to_47	64.86
TIME	MILP_for_positions_44_to_44	64.05
TIME	MILP_for_positions_49_to_49	65.92
TIME	MILP_for_positions_56_to_56	59.5
TIME	MILP_for_positions_50_to_50	61.4
TIME	MILP_for_positions_51_to_51	62.42
TIME	MILP_for_positions_53_to_53	67.05
TIME	MILP_for_positions_55_to_55	67.8
TIME	MILP_for_positions_52_to_52	69.58
TIME	MILP_for_positions_54_to_54	71.39
TIME	MILP_for_positions_60_to_60	63.82
TIME	MILP_for_positions_71_to_71	66.14
TIME	MILP_for_positions_65_to_65	63.16
TIME	MILP_for_positions_63_to_63	62.39
TIME	MILP_for_positions_62_to_62	62.73
TIME	MILP_for_positions_64_to_64	65.2
TIME	MILP_for_positions_61_to_61	64.29
TIME	MILP_for_positions_70_to_70	66.82
TIME	MILP_for_positions_59_to_59	64.1
TIME	MILP_for_positions_57_to_57	63.8
TIME	MILP_for_positions_58_to_58	64.42
TIME	MILP_for_positions_69_to_69	69.75
TIME	MILP_for_positions_66_to_66	66.55
TIME	MILP_for_positions_68_to_68	70.88
TIME	MILP_for_positions_67_to_67	73.12
TIME	MILP_for_positions_74_to_74	62.22
TIME	MILP_for_positions_75_to_75	61.81
TIME	MILP_for_positions_77_to_77	62.09
TIME	MILP_for_positions_73_to_73	65.62
TIME	MILP_for_positions_76_to_76	67.25
TIME	MILP_for_positions_78_to_78	65.27
TIME	MILP_for_positions_72_to_72	65.14
TIME	MILP_for_positions_84_to_84	63.9
TIME	MILP_for_positions_83_to_83	63.83
TIME	MILP_for_positions_82_to_82	64.06
TIME	MILP_for_positions_80_to_80	70.95
TIME	MILP_for_positions_79_to_79	71.2
TIME	MILP_for_positions_81_to_81	72.96
TIME	MILP_for_positions_86_to_86	61.96
TIME	MILP_for_positions_85_to_85	61.29
TIME	MILP_for_positions_94_to_94	60.79
TIME	MILP_for_positions_93_to_93	61.32
TIME	MILP_for_positions_90_to_90	62.64
TIME	MILP_for_positions_91_to_91	65.33
TIME	MILP_for_positions_88_to_88	64.18
TIME	MILP_for_positions_92_to_92	68.07
TIME	MILP_for_positions_89_to_89	65.65
TIME	MILP_for_positions_87_to_87	72.41
TIME	MILP_for_positions_104_to_104	62.85
TIME	MILP_for_positions_107_to_107	63.14
TIME	MILP_for_positions_100_to_100	63.21
TIME	MILP_for_positions_103_to_103	63.01
TIME	MILP_for_positions_105_to_105	65.39
TIME	MILP_for_positions_102_to_102	66.03
TIME	MILP_for_positions_101_to_101	66.22
TIME	MILP_for_positions_97_to_97	68.35
TIME	MILP_for_positions_96_to_96	62.87
TIME	MILP_for_positions_95_to_95	65.42
TIME	MILP_for_positions_106_to_106	70.36
TIME	MILP_for_positions_98_to_98	69.85
TIME	MILP_for_positions_99_to_99	74.06
TIME	MILP_for_positions_119_to_119	63.32
TIME	MILP_for_positions_112_to_112	67.19
TIME	MILP_for_positions_108_to_108	64.79
TIME	MILP_for_positions_114_to_114	67.71
TIME	MILP_for_positions_110_to_110	68.58
TIME	MILP_for_positions_109_to_109	67.65
TIME	MILP_for_positions_111_to_111	70.3
TIME	MILP_for_positions_118_to_118	68.24
TIME	MILP_for_positions_113_to_113	67.12
TIME	MILP_for_positions_116_to_116	70.2
TIME	MILP_for_positions_117_to_117	71.44
TIME	MILP_for_positions_115_to_115	70.07
TIME	MILP_for_positions_132_to_132	60.79
TIME	MILP_for_positions_136_to_136	61.32
TIME	MILP_for_positions_131_to_131	61.85
TIME	MILP_for_positions_137_to_137	62.93
TIME	MILP_for_positions_128_to_128	62.05
TIME	MILP_for_positions_129_to_129	62.38
TIME	MILP_for_positions_124_to_124	62.97
TIME	MILP_for_positions_138_to_138	63.92
TIME	MILP_for_positions_127_to_127	63.77
TIME	MILP_for_positions_126_to_126	64.38
TIME	MILP_for_positions_123_to_123	64.3
TIME	MILP_for_positions_130_to_130	64.18
TIME	MILP_for_positions_125_to_125	65.41
TIME	MILP_for_positions_135_to_135	66.0
TIME	MILP_for_positions_122_to_122	73.12
TIME	MILP_for_positions_120_to_120	69.88
TIME	MILP_for_positions_140_to_140	67.79
TIME	MILP_for_positions_134_to_134	67.63
TIME	MILP_for_positions_141_to_141	70.88
TIME	MILP_for_positions_121_to_121	77.9
TIME	MILP_for_positions_139_to_139	70.05
TIME	MILP_for_positions_149_to_149	61.26
TIME	MILP_for_positions_133_to_133	74.25
TIME	MILP_for_positions_142_to_142	82.89
TIME	MILP_for_positions_148_to_148	62.14
TIME	MILP_for_positions_156_to_156	64.17
TIME	MILP_for_positions_145_to_145	64.08
TIME	MILP_for_positions_146_to_146	64.18
TIME	MILP_for_positions_144_to_144	66.08
TIME	MILP_for_positions_147_to_147	64.56
TIME	MILP_for_positions_159_to_159	65.87
TIME	MILP_for_positions_155_to_155	70.4
TIME	MILP_for_positions_153_to_153	68.92
TIME	MILP_for_positions_154_to_154	70.59
TIME	MILP_for_positions_152_to_152	72.66
TIME	MILP_for_positions_157_to_157	72.62
TIME	MILP_for_positions_151_to_151	73.01
TIME	MILP_for_positions_158_to_158	72.93
TIME	MILP_for_positions_162_to_162	62.72
TIME	MILP_for_positions_169_to_169	63.81
TIME	MILP_for_positions_170_to_170	64.21
TIME	MILP_for_positions_167_to_167	64.47
TIME	MILP_for_positions_164_to_164	66.64
TIME	MILP_for_positions_150_to_150	76.74
TIME	MILP_for_positions_161_to_161	65.68
TIME	MILP_for_positions_143_to_143	77.66
TIME	MILP_for_positions_160_to_160	67.56
TIME	MILP_for_positions_166_to_166	70.44
TIME	MILP_for_positions_165_to_165	71.64
TIME	MILP_for_positions_163_to_163	72.49
TIME	MILP_for_positions_168_to_168	78.62
TIME	MILP_for_positions_181_to_181	60.7
TIME	MILP_for_positions_177_to_177	64.46
TIME	MILP_for_positions_180_to_180	64.99
TIME	MILP_for_positions_182_to_182	63.42
TIME	MILP_for_positions_178_to_178	66.97
TIME	MILP_for_positions_175_to_175	65.39
TIME	MILP_for_positions_172_to_172	66.09
TIME	MILP_for_positions_173_to_173	65.43
TIME	MILP_for_positions_171_to_171	65.92
TIME	MILP_for_positions_176_to_176	66.27
TIME	MILP_for_positions_174_to_174	67.3
TIME	MILP_for_positions_183_to_183	69.7
TIME	MILP_for_positions_179_to_179	71.65
TIME	MILP_for_positions_191_to_191	58.81
TIME	MILP_for_positions_184_to_184	72.44
TIME	MILP_for_positions_185_to_185	62.36
TIME	MILP_for_positions_187_to_187	62.45
TIME	MILP_for_positions_189_to_189	68.53
TIME	MILP_for_positions_188_to_188	64.64
TIME	MILP_for_positions_186_to_186	74.32
TIME	MILP_for_positions_190_to_190	72.54
TIME	MILP_for_positions_203_to_203	61.2
TIME	MILP_for_positions_201_to_201	61.98
TIME	MILP_for_positions_200_to_200	62.78
TIME	MILP_for_positions_197_to_197	61.95
TIME	MILP_for_positions_196_to_196	63.27
TIME	MILP_for_positions_199_to_199	63.07
TIME	MILP_for_positions_195_to_195	67.0
TIME	MILP_for_positions_198_to_198	72.1
TIME	MILP_for_positions_194_to_194	67.35
TIME	MILP_for_positions_202_to_202	67.73
TIME	MILP_for_positions_193_to_193	68.46
TIME	MILP_for_positions_192_to_192	72.35
TIME	MILP_for_positions_210_to_210	60.46
TIME	MILP_for_positions_209_to_209	63.32
TIME	MILP_for_positions_205_to_205	64.11
TIME	MILP_for_positions_206_to_206	63.93
TIME	MILP_for_positions_208_to_208	65.32
TIME	MILP_for_positions_204_to_204	65.38
TIME	MILP_for_positions_207_to_207	65.57
TIME	MILP_for_positions_228_to_228	59.96
TIME	MILP_for_positions_220_to_220	60.97
TIME	MILP_for_positions_226_to_226	61.22
TIME	MILP_for_positions_221_to_221	61.58
TIME	MILP_for_positions_227_to_227	62.98
TIME	MILP_for_positions_215_to_215	61.99
TIME	MILP_for_positions_219_to_219	69.1
TIME	MILP_for_positions_214_to_214	67.16
TIME	MILP_for_positions_217_to_217	68.1
TIME	MILP_for_positions_218_to_218	64.43
TIME	MILP_for_positions_216_to_216	72.83
TIME	MILP_for_positions_211_to_211	76.9
TIME	MILP_for_positions_213_to_213	67.99
TIME	MILP_for_positions_212_to_212	73.44
TIME	MILP_for_positions_223_to_223	73.0
TIME	MILP_for_positions_222_to_222	75.51
TIME	MILP_for_positions_224_to_224	69.74
TIME	MILP_for_positions_225_to_225	70.21
TIME	MILP_for_positions_230_to_230	63.76
TIME	MILP_for_positions_239_to_239	66.76
TIME	MILP_for_positions_237_to_237	66.75
TIME	MILP_for_positions_240_to_240	66.11
TIME	MILP_for_positions_238_to_238	65.83
TIME	MILP_for_positions_233_to_233	65.95
